"observation_number","dist_cod","county","district","gr_span","enrl_tot","teachers","calw_pct","meal_pct","computer","testscr","comp_stu","expn_stu","str","avginc","el_pct","read_scr","math_scr"
277.000000,70680.000000,"Sonoma","Forestville Union Elementary","KK-08",717.000000,35.950001,8.888900,24.722200,100.000000,662.550049,0.139470,5442.143066,19.944366,16.347000,2.231520,669.400024,655.700012
278.000000,63750.000000,"Kern","Rosedale Union Elementary","KK-08",3548.000000,170.649994,3.260000,14.850900,335.000000,662.650024,0.094419,4522.375488,20.791094,16.292999,0.366404,658.299988,667.000000
279.000000,69948.000000,"Shasta","Columbia Elementary","KK-08",868.000000,45.200001,16.589899,29.838699,78.000000,662.700012,0.089862,4965.808105,19.203539,13.248000,0.576037,662.400024,663.000000
280.000000,66795.000000,"Placer","Colfax Elementary","KK-08",507.000000,26.650000,13.203900,37.087399,60.000000,662.750000,0.118343,5358.326172,19.024391,14.010000,0.000000,667.099976,658.400024
281.000000,70425.000000,"Siskiyou","Mt. Shasta Union Elementary","KK-08",822.000000,46.650002,8.073800,25.605499,105.000000,662.900024,0.127737,5784.625000,17.620579,14.163000,0.851582,668.299988,657.500000
282.000000,70870.000000,"Sonoma","Piner-Olivet Union Elementary","KK-06",1792.000000,88.550003,3.125000,20.926300,143.000000,663.349976,0.079799,5072.704590,20.237154,15.771000,5.524554,667.400024,659.299988
283.000000,65185.000000,"Madera","Bass Lake Joint Elementary","KK-08",1202.000000,62.299999,12.076900,35.846199,190.000000,663.449951,0.158070,5556.041016,19.293739,14.483333,0.000000,664.299988,662.599976
284.000000,62745.000000,"Humboldt","Cutten Elementary","KK-06",515.000000,27.350000,16.116501,26.213600,58.000000,663.500000,0.112621,5190.310059,18.829981,14.209000,0.000000,660.200012,666.799988
285.000000,61952.000000,"El Dorado","Placerville Union Elementary","KK-08",1354.000000,66.570000,12.038400,36.484501,263.000000,663.849976,0.194239,5211.485352,20.339493,15.167000,2.437223,666.400024,661.299988
286.000000,71035.000000,"Sonoma","Wright Elementary","KK-06",1252.000000,65.110001,9.451200,43.216499,113.000000,663.849976,0.090256,5284.164062,19.228996,12.584250,20.766773,659.400024,668.299988
287.000000,71522.000000,"Tehama","Evergreen Union Elementary","KK-08",823.000000,46.000000,13.851800,55.285500,127.000000,663.900024,0.154313,5331.920898,17.891304,10.551000,2.187120,657.700012,670.099976
288.000000,70847.000000,"Sonoma","Old Adobe Union Elementary","KK-06",2231.000000,114.300003,2.916100,13.369200,258.000000,664.000000,0.115643,5599.607910,19.518810,16.955999,13.626176,666.200012,661.799988
289.000000,71019.000000,"Sonoma","Wilmar Union Elementary","KK-06",271.000000,14.200000,4.467400,25.429600,81.000000,664.000000,0.298893,4881.899414,19.084507,17.709000,13.284133,668.700012,659.299988
290.000000,66761.000000,"Placer","Ackerman Elementary","KK-08",309.000000,15.500000,4.207100,32.686100,85.000000,664.150024,0.275081,4700.432129,19.935484,16.271999,1.941748,671.299988,657.000000
291.000000,69815.000000,"Santa Cruz","Santa Cruz City Elementary","KK-06",3005.000000,159.220001,8.619000,33.810299,308.000000,664.150024,0.102496,5650.000000,18.873257,17.900801,23.061565,666.700012,661.599976
292.000000,62679.000000,"Humboldt","Arcata Elementary","KK-08",966.000000,47.959999,20.958099,47.305401,114.000000,664.299988,0.118012,5318.240723,20.141785,11.834000,0.621118,674.000000,654.599976
293.000000,67595.000000,"San Bernardino","Alta Loma Elementary","KK-08",7710.000000,327.299988,4.472200,15.929900,814.000000,664.400024,0.105577,4709.054199,23.556372,18.620199,3.255512,663.400024,665.400024
294.000000,66837.000000,"Placer","Foresthill Union Elementary","KK-08",762.000000,35.500000,10.810800,30.373199,54.000000,664.449951,0.070866,5143.190430,21.464788,12.431000,0.000000,663.099976,665.799988
295.000000,61929.000000,"El Dorado","Mother Lode Union Elementary","KK-08",1708.000000,89.000000,8.489500,29.039801,206.000000,664.700012,0.120609,5133.009766,19.191011,15.167000,2.224824,665.500000,663.900024
296.000000,66613.000000,"Orange","Ocean View Elementary","KK-08",9850.000000,489.299988,3.335000,30.643700,1113.000000,664.750000,0.112995,5081.455566,20.130800,20.875750,18.558376,663.700012,665.799988
297.000000,62596.000000,"Glenn","Lake Elementary","KK-08",129.000000,5.000000,9.302300,50.387600,10.000000,664.949951,0.077519,4016.416260,25.799999,10.639000,6.201550,667.599976,662.299988
298.000000,69039.000000,"San Mateo","San Mateo-Foster City Elementary","KK-08",10619.000000,565.510010,2.538400,28.376600,1150.000000,664.950012,0.108296,5374.050293,18.777740,25.029619,18.457481,665.900024,664.000000
299.000000,69195.000000,"Santa Barbara","Goleta Union Elementary","KK-06",4521.000000,236.580002,3.705200,31.082800,494.000000,665.099976,0.109268,5427.548828,19.109816,16.757801,32.072552,666.799988,663.400024
300.000000,67736.000000,"San Bernardino","Helendale Elementary","KK-08",580.000000,29.440001,11.896600,30.172400,114.000000,665.200012,0.196552,5179.644531,19.701086,15.297000,3.965517,656.200012,674.200012
301.000000,70854.000000,"Sonoma","Petaluma City Elementary","KK-06",2569.000000,138.000000,5.486400,24.747101,326.000000,665.349976,0.126898,5400.000000,18.615942,17.369446,15.336707,669.799988,660.900024
302.000000,69690.000000,"Santa Clara","Sunnyvale Elementary","KK-08",6022.000000,286.799988,6.395000,36.000702,756.000000,665.650024,0.125540,5726.146484,20.997211,22.096001,27.665228,663.900024,667.400024
303.000000,69179.000000,"Santa Barbara","College Elementary","KK-08",670.000000,33.500000,0.416100,13.869600,47.000000,665.900024,0.070149,5003.870117,20.000000,22.841999,12.537314,670.299988,661.500000
304.000000,68197.000000,"San Diego","La Mesa-Spring Valley","KK-08",14708.000000,700.940002,13.530100,45.723400,1962.000000,665.950012,0.133397,4969.511230,20.983252,18.319876,12.680175,664.500000,667.400024
305.000000,66530.000000,"Orange","Huntington Beach City Elementary","KK-08",6601.000000,305.000000,1.196800,15.088600,706.000000,666.000000,0.106953,4747.295898,21.642624,25.030001,6.908044,668.000000,664.000000
306.000000,69336.000000,"Santa Barbara","Solvang Elementary","KK-08",675.000000,33.700001,0.000000,31.851900,87.000000,666.050049,0.128889,4543.305176,20.029673,21.957001,14.962962,668.700012,663.400024
307.000000,69849.000000,"Santa Cruz","Soquel Elementary","KK-08",2458.000000,124.070000,6.018700,24.603500,193.000000,666.099976,0.078519,5229.591309,19.811398,18.796833,11.269325,666.900024,665.299988
308.000000,62554.000000,"Glenn","Capay Joint Union Elementary","KK-08",144.000000,8.000000,4.166700,44.444401,14.000000,666.150024,0.097222,4507.353027,18.000000,10.639000,9.722222,671.900024,660.400024
309.000000,70714.000000,"Sonoma","Gravenstein Union Elementary","KK-08",573.000000,29.600000,6.993000,15.209800,48.000000,666.150024,0.083770,5302.627930,19.358109,17.507999,3.315881,671.000000,661.299988
310.000000,66381.000000,"Nevada","Pleasant Valley Elementary","KK-08",721.000000,35.730000,1.849400,18.494101,82.000000,666.449951,0.113731,5545.610352,20.179121,18.593000,0.693481,668.799988,664.099976
311.000000,63990.000000,"Kings","Pioneer Union Elementary","KK-08",992.000000,46.970001,3.729800,22.883101,160.000000,666.550049,0.161290,4615.908691,21.119864,11.116000,5.141129,671.200012,661.900024
312.000000,68361.000000,"San Diego","Santee Elementary","KK-08",8432.000000,360.500000,6.392300,22.983900,0.000000,666.599976,0.000000,5397.689453,23.389736,14.097667,4.969165,663.700012,669.500000
313.000000,64113.000000,"Lassen","Johnstonville Elementary","KK-08",244.000000,11.000000,15.573800,40.163898,15.000000,666.650024,0.061475,5118.373047,22.181818,12.640000,6.967213,672.099976,661.200012
314.000000,72553.000000,"Ventura","Pleasant Valley Elementary","KK-08",7116.000000,356.820007,2.599000,13.276200,785.000000,666.650024,0.110315,5008.070801,19.942827,20.936428,7.996065,667.500000,665.799988
315.000000,72355.000000,"Tuolumne","Curtis Creek Elementary","KK-08",830.000000,46.660000,10.411900,32.608700,95.000000,666.699951,0.114458,4906.030273,17.788256,14.180000,0.481928,662.099976,671.299988
316.000000,70300.000000,"Siskiyou","Fort Jones Union Elementary","KK-06",160.000000,10.880000,13.375800,53.503201,38.000000,666.849976,0.237500,6870.346191,14.705882,11.826000,2.500000,666.900024,666.799988
317.000000,70805.000000,"Sonoma","Mark West Union Elementary","KK-06",1588.000000,83.400002,6.798500,20.580999,220.000000,666.849976,0.138539,5301.716309,19.040768,18.671000,3.841310,671.299988,662.400024
318.000000,67967.000000,"San Diego","Alpine Union Elementary","KK-08",2272.000000,108.750000,4.049300,16.065100,307.000000,667.150024,0.135123,5182.365723,20.891954,17.332001,1.320423,667.700012,666.599976
319.000000,70938.000000,"Sonoma","Sebastopol Union Elementary","KK-08",1425.000000,71.830002,5.092600,19.830200,65.000000,667.199951,0.045614,4999.468750,19.838507,17.507999,4.912281,669.799988,664.599976
320.000000,62828.000000,"Humboldt","Freshwater Elementary","KK-06",245.000000,12.550000,8.979600,13.061200,30.000000,667.450012,0.122449,6732.066406,19.521912,15.572000,0.000000,672.200012,662.700012
321.000000,63693.000000,"Kern","Norris Elementary","KK-08",1349.000000,65.212502,2.001500,8.673100,259.000000,667.450012,0.191994,4612.989746,20.686218,15.567250,0.222387,667.000000,667.900024
322.000000,72132.000000,"Tulare","Springville Union Elementary","KK-08",400.000000,22.000000,13.800900,29.864300,65.000000,667.599976,0.162500,5478.845703,18.181818,15.752000,0.000000,669.200012,666.000000
323.000000,69575.000000,"Santa Clara","Moreland Elementary","KK-08",4632.000000,245.179993,7.037000,23.642000,637.000000,668.000000,0.137522,5666.713867,18.892242,20.469999,17.854059,669.400024,666.599976
324.000000,63610.000000,"Kern","Maple Elementary","KK-08",224.000000,9.000000,5.357100,35.267899,15.000000,668.099976,0.066964,4742.514160,24.888889,9.709000,4.464286,660.500000,675.700012
325.000000,63941.000000,"Kings","Kings River-Hardwick Union Elementary","KK-08",576.000000,31.000000,3.993100,28.125000,92.000000,668.400024,0.159722,4907.392578,18.580645,11.116000,9.548612,665.799988,671.000000
326.000000,68163.000000,"San Diego","Julian Union Elementary","KK-08",451.000000,25.000000,8.647500,11.751700,75.000000,668.599976,0.166297,5700.402344,18.040001,16.320999,3.991131,672.700012,664.500000
327.000000,68007.000000,"San Diego","Cardiff Elementary","KK-06",900.000000,50.750000,2.101800,24.336300,145.000000,668.650024,0.161111,5191.834473,17.733990,21.966999,20.666666,668.799988,668.500000
328.000000,72108.000000,"Tulare","Saucelito Elementary","KK-08",118.000000,5.500000,8.333300,51.666698,10.000000,668.799988,0.084746,4451.256836,21.454546,8.934000,7.627119,668.500000,669.099976
329.000000,67975.000000,"San Diego","Bonsall Union Elementary","KK-08",1457.000000,73.129997,5.982300,42.964001,0.000000,668.900024,0.000000,5627.527832,19.923426,19.997000,27.453672,666.200012,671.599976
330.000000,66480.000000,"Orange","Cypress Elementary","KK-06",4734.000000,232.750000,2.607800,19.372499,586.000000,668.950012,0.123785,4922.939941,20.339420,18.827230,10.857626,665.500000,672.400024
331.000000,64766.000000,"Los Angeles","Lowell Joint Elementary","KK-08",3303.000000,146.500000,4.662400,16.954300,379.000000,669.099976,0.114744,4969.380859,22.546076,18.118666,5.025734,666.099976,672.099976
332.000000,64832.000000,"Los Angeles","Newhall Elementary","KK-06",6055.000000,286.920013,5.613400,30.085100,540.000000,669.300049,0.089182,4829.717285,21.103443,23.667376,14.236169,668.900024,669.700012
333.000000,65359.000000,"Marin","Lagunitas Elementary","KK-08",424.000000,23.299999,3.537700,15.330200,39.000000,669.300049,0.091981,6716.692871,18.197426,22.139000,0.235849,680.900024,657.700012
334.000000,69385.000000,"Santa Clara","Cambrian Elementary","KK-08",2801.000000,139.300003,5.033900,23.098900,615.000000,669.349976,0.219564,5205.941895,20.107681,20.546000,2.070689,673.299988,665.400024
335.000000,71654.000000,"Tehama","Richfield Elementary","KK-08",187.000000,9.760000,17.553200,44.680901,37.000000,669.349976,0.197861,4357.826172,19.159836,9.485000,8.556149,664.599976,674.099976
336.000000,62794.000000,"Humboldt","Fieldbrook Elementary","KK-08",129.000000,6.600000,13.953500,27.131800,17.000000,669.799988,0.131783,5195.918945,19.545454,11.834000,0.000000,670.099976,669.500000
337.000000,68049.000000,"San Diego","Dehesa Elementary","KK-06",188.000000,9.000000,6.383000,36.702099,41.000000,669.849976,0.218085,6002.071777,20.888889,18.799000,4.787234,673.200012,666.500000
338.000000,69955.000000,"Shasta","Cottonwood Union Elementary","KK-08",1212.000000,65.900002,22.194700,46.122101,116.000000,669.950012,0.095710,5090.587891,18.391502,10.551000,3.960396,669.200012,670.700012
339.000000,63479.000000,"Kern","Fruitvale Elementary","KK-08",2596.000000,135.350006,3.004600,19.530001,249.000000,670.000000,0.095917,5112.390137,19.179903,15.519000,1.579353,669.200012,670.799988
340.000000,69708.000000,"Santa Clara","Union Elementary","KK-08",4925.000000,253.895996,3.821100,12.174800,753.000000,670.699951,0.152893,5287.354980,19.397707,21.631727,3.593909,672.799988,668.599976
341.000000,66498.000000,"Orange","Fountain Valley Elementary","KK-08",6257.000000,288.630005,2.163500,15.512800,930.000000,671.250000,0.148634,4889.479980,21.678272,21.095751,8.726227,671.200012,671.299988
342.000000,61879.000000,"El Dorado","Gold Oak Union Elementary","KK-08",868.000000,45.000000,4.723500,19.009199,122.000000,671.299988,0.140553,5118.130371,19.288889,15.167000,0.000000,674.599976,668.000000
343.000000,61838.000000,"El Dorado","Buckeye Union Elementary","KK-08",3787.000000,186.100006,3.248000,8.344300,934.000000,671.599976,0.246633,5119.123047,20.349274,19.117001,0.264061,674.900024,668.299988
344.000000,75085.000000,"Placer","Rocklin Unified","KK-08",6423.000000,306.380005,2.929900,14.266000,855.000000,671.599976,0.133115,4792.211426,20.964161,17.620001,1.447922,671.400024,671.799988
345.000000,61887.000000,"El Dorado","Gold Trail Union Elementary","KK-08",678.000000,34.840000,2.507400,15.929200,47.000000,671.650024,0.069322,5450.103516,19.460390,15.167000,0.147493,677.599976,665.700012
346.000000,62885.000000,"Humboldt","Hydesville Elementary","KK-08",162.000000,8.400000,16.959101,33.918098,23.000000,671.699951,0.141975,5210.724609,19.285715,10.643000,0.000000,679.799988,663.599976
347.000000,64998.000000,"Los Angeles","Saugus Union Elementary","KK-06",8529.000000,407.700012,2.192500,11.701300,834.000000,671.750000,0.097784,4715.445801,20.919794,20.739056,3.705006,668.900024,674.599976
348.000000,66845.000000,"Placer","Loomis Union Elementary","KK-08",1862.000000,89.089996,2.829700,21.089199,231.000000,671.900024,0.124060,4632.068359,20.900213,21.566000,0.268528,673.099976,670.700012
349.000000,66886.000000,"Placer","Placer Hills Union Elementary","KK-08",1452.000000,70.500000,2.426000,10.414200,183.000000,671.900024,0.126033,5028.561523,20.595745,17.656000,0.000000,679.599976,664.200012
350.000000,70672.000000,"Sonoma","Dunham Elementary","KK-06",155.000000,8.000000,0.645200,12.258100,32.000000,671.949951,0.206452,5695.466797,19.375000,17.709000,4.516129,672.299988,671.599976
351.000000,69021.000000,"San Mateo","San Carlos Elementary","KK-08",2536.000000,127.110001,2.032800,2.032800,343.000000,672.049988,0.135252,4504.294922,19.951223,27.816000,2.444795,676.099976,668.000000
352.000000,66399.000000,"Nevada","Ready Springs Union Elementary","KK-08",567.000000,30.080000,4.895100,29.021000,103.000000,672.050049,0.181658,5156.437012,18.849733,18.593000,0.000000,673.900024,670.200012
353.000000,65219.000000,"Madera","Coarsegold Union Elementary","KK-08",953.000000,52.599998,7.987600,33.921200,135.000000,672.299988,0.141658,5433.514160,18.117870,14.263000,0.000000,668.099976,676.500000
354.000000,68726.000000,"San Luis Obispo","Cayucos Elementary","KK-08",296.000000,15.430000,5.592100,25.986799,42.000000,672.349976,0.141892,5254.631836,19.183409,22.757999,5.405406,674.599976,670.099976
355.000000,64170.000000,"Lassen","Richmond Elementary","KK-08",198.000000,9.000000,2.451000,12.745100,24.000000,672.450012,0.121212,4593.196777,22.000000,12.640000,0.000000,672.700012,672.200012
356.000000,62109.000000,"Fresno","Clay Joint Elementary","KK-08",218.000000,10.100000,2.242200,25.112101,49.000000,672.550049,0.224771,4320.678711,21.584158,11.238000,6.422018,669.400024,675.700012
357.000000,70995.000000,"Sonoma","Waugh Elementary","KK-06",734.000000,36.000000,2.024300,12.820500,117.000000,672.699951,0.159401,4920.777344,20.388889,16.955999,6.539509,676.099976,669.299988
358.000000,70979.000000,"Sonoma","Two Rock Union Elementary","KK-06",189.000000,11.600000,2.072500,32.124401,50.000000,673.049988,0.264550,6905.869141,16.293102,17.709000,14.285715,679.099976,667.000000
359.000000,68866.000000,"San Mateo","Belmont-Redwood Shores Elementary","KK-08",2528.000000,138.309998,1.342100,2.445600,482.000000,673.250000,0.190665,5729.904297,18.277782,25.622000,3.678797,675.000000,671.500000
360.000000,61978.000000,"El Dorado","Rescue Union Elementary","KK-08",2987.000000,154.169998,2.042200,11.181800,290.000000,673.299988,0.097087,4825.202148,19.374716,18.726000,0.502176,676.099976,670.500000
361.000000,66779.000000,"Placer","Alta-Dutch Flat Union Elementary","KK-08",208.000000,11.000000,9.389700,32.863800,21.000000,673.549988,0.100962,5388.170410,18.909090,13.443000,0.000000,680.500000,666.599976
362.000000,68353.000000,"San Diego","San Pasqual Union Elementary","KK-08",379.000000,23.100000,2.902400,22.163601,29.000000,673.549988,0.076517,5133.827148,16.406925,15.180000,22.691294,670.500000,676.599976
363.000000,61911.000000,"El Dorado","Latrobe Elementary","KK-08",145.000000,9.300000,6.206900,0.000000,27.000000,673.900024,0.186207,5346.156250,15.591397,19.117001,0.000000,670.500000,677.299988
364.000000,66407.000000,"Nevada","Union Hill Elementary","KK-08",706.000000,37.740002,2.593700,23.054800,103.000000,674.250000,0.145892,4789.309082,18.706942,13.712000,0.141643,676.000000,672.500000
365.000000,70961.000000,"Sonoma","Twin Hills Union Elementary","KK-08",878.000000,47.900002,1.375000,15.750000,105.000000,675.400024,0.119590,5329.782227,18.329853,17.507999,2.733485,681.000000,669.799988
366.000000,62976.000000,"Humboldt","Pacific Union Elementary","KK-08",594.000000,33.180000,12.268900,25.378201,75.000000,675.700012,0.126263,5371.172852,17.902351,11.834000,1.683502,683.000000,668.400024
367.000000,71696.000000,"Trinity","Douglas City Elementary","KK-08",139.000000,7.350000,20.863300,66.906502,40.000000,676.150024,0.287770,5771.383789,18.911566,13.273000,0.000000,680.099976,672.200012
368.000000,66373.000000,"Nevada","Pleasant Ridge Union Elementary","KK-08",2089.000000,102.779999,2.518500,14.037000,318.000000,676.549988,0.152226,4993.634766,20.324966,16.356001,0.143609,673.799988,679.299988
369.000000,66852.000000,"Placer","Newcastle Elementary","KK-08",326.000000,16.280001,4.294500,11.042900,42.000000,676.599976,0.128834,4854.038086,20.024569,18.625999,0.000000,673.299988,679.900024
370.000000,72470.000000,"Ventura","Mesa Union Elementary","KK-08",516.000000,21.500000,0.969000,27.713200,50.000000,676.849976,0.096899,4392.679688,24.000000,23.733000,11.046512,680.500000,673.200012
371.000000,71787.000000,"Trinity","Weaverville Elementary","KK-08",449.000000,25.500000,12.727300,48.484798,50.000000,676.949951,0.111359,5884.432129,17.607843,12.934000,0.000000,672.799988,681.099976
372.000000,70078.000000,"Shasta","North Cow Creek Elementary","KK-08",297.000000,15.350000,2.356900,4.040400,70.000000,677.250000,0.235690,4273.993164,19.348534,13.906000,0.000000,679.000000,675.500000
373.000000,66340.000000,"Nevada","Nevada City Elementary","KK-08",1579.000000,80.239998,5.555600,21.780300,165.000000,677.950012,0.104497,5146.784180,19.678465,15.428000,0.063331,678.500000,677.400024
374.000000,62893.000000,"Humboldt","Jacoby Creek Elementary","KK-08",383.000000,20.450001,6.005200,10.182800,49.000000,678.050049,0.127937,5351.522949,18.728605,15.381000,0.000000,682.900024,673.200012
375.000000,70698.000000,"Sonoma","Fort Ross Elementary","KK-08",81.000000,5.100000,3.614500,0.000000,14.000000,678.400024,0.172840,7667.571777,15.882353,22.528999,0.000000,685.299988,671.500000
376.000000,68080.000000,"San Diego","Encinitas Union Elementary","KK-06",5259.000000,262.230011,2.395900,19.091101,701.000000,678.799988,0.133295,5281.708984,20.054913,23.806099,15.059897,679.000000,678.599976
377.000000,65318.000000,"Marin","Dixie Elementary","KK-08",1960.000000,108.959999,1.941700,3.730200,223.000000,679.400024,0.113776,5368.502930,17.988253,24.603001,1.479592,684.099976,674.700012
378.000000,69492.000000,"Santa Clara","Lakeside Joint Elementary","KK-06",151.000000,8.900000,2.649000,8.609300,31.000000,679.500000,0.205298,6429.257324,16.966293,36.174000,2.649007,676.799988,682.200012
379.000000,64600.000000,"Los Angeles","Hermosa Beach City Elementary","KK-08",946.000000,49.169998,2.178400,6.535300,310.000000,679.650024,0.327696,5387.458984,19.239374,33.455002,1.479915,683.099976,676.200012
380.000000,70896.000000,"Sonoma","Rincon Valley Union Elementary","KK-06",2707.000000,141.020004,5.139600,19.230801,300.000000,679.750000,0.110824,5235.774902,19.195858,20.480223,4.469893,678.700012,680.799988
381.000000,66233.000000,"Monterey","Washington Union Elementary","KK-08",919.000000,46.889999,1.049300,0.000000,141.000000,679.800049,0.153428,4829.896484,19.599062,20.134001,0.326442,680.200012,679.400024
382.000000,70623.000000,"Sonoma","Bennett Valley Union Elementary","KK-06",945.000000,46.000000,4.239900,10.651500,216.000000,680.050049,0.228571,5088.708008,20.543478,19.346500,2.539683,685.700012,674.400024
383.000000,69500.000000,"Santa Clara","Loma Prieta Joint Union Elemen","KK-08",738.000000,39.702000,0.000000,0.677500,220.000000,680.450012,0.298103,5390.118164,18.588484,36.174000,0.542005,684.200012,676.700012
384.000000,70789.000000,"Sonoma","Kenwood Elementary","KK-06",164.000000,10.510000,2.352900,12.941200,35.000000,681.299988,0.213415,6588.430664,15.604186,22.863335,11.585366,682.799988,679.799988
385.000000,70797.000000,"Sonoma","Liberty Elementary","KK-06",167.000000,10.920000,0.520800,11.458300,29.000000,681.299988,0.173653,6196.694824,15.293040,17.709000,11.377245,680.799988,681.799988
386.000000,71142.000000,"Stanislaus","Knights Ferry Elementary","KK-08",125.000000,7.080000,4.000000,14.400000,25.000000,681.599976,0.200000,4645.413086,17.655367,14.177000,0.000000,688.500000,674.700012
387.000000,65334.000000,"Marin","Kentfield Elementary","KK-08",1091.000000,62.060001,0.536700,0.536700,113.000000,681.900024,0.103575,6489.928711,17.579762,41.092999,1.374885,689.799988,674.000000
388.000000,69104.000000,"Santa Barbara","Ballard Elementary","KK-06",134.000000,6.000000,0.746300,3.731300,27.000000,682.150024,0.201493,5094.958984,22.333334,21.957001,2.238806,681.799988,682.500000
389.000000,70839.000000,"Sonoma","Oak Grove Union Elementary","KK-08",600.000000,32.000000,2.694100,29.318501,55.000000,682.450012,0.091667,4841.958496,18.750000,16.063999,5.333333,680.000000,684.900024
390.000000,75002.000000,"Marin","Ross Valley Elementary","KK-08",1803.000000,99.599998,1.924200,3.622000,283.000000,682.549988,0.156961,6315.312500,18.102409,25.737000,2.773156,685.599976,679.500000
391.000000,69773.000000,"Santa Cruz","Mountain Elementary","KK-06",158.000000,7.800000,13.750000,16.250000,15.000000,682.650024,0.094937,5399.383301,20.256411,20.474001,0.000000,687.299988,678.000000
392.000000,68882.000000,"San Mateo","Burlingame Elementary","KK-08",2392.000000,127.220001,1.421400,6.270900,439.000000,683.349976,0.183528,5429.473633,18.802074,35.810001,17.725752,682.400024,684.299988
393.000000,70003.000000,"Shasta","Grant Elementary","KK-08",526.000000,28.020000,3.992400,11.406800,33.000000,683.400024,0.062738,5644.286133,18.772305,13.567000,0.000000,684.500000,682.299988
394.000000,69757.000000,"Santa Cruz","Happy Valley Elementary","KK-06",141.000000,6.910000,10.071900,9.352500,44.000000,684.300049,0.312057,6060.256836,20.405210,20.089001,0.000000,680.400024,688.200012
395.000000,69732.000000,"Santa Cruz","Bonny Doon Union Elementary","KK-06",235.000000,12.600000,4.661000,5.932200,30.000000,684.349976,0.127660,5319.553711,18.650793,18.283001,0.425532,688.500000,680.200012
396.000000,61812.000000,"Contra Costa","Walnut Creek Elementary","KK-08",3280.000000,158.399994,2.752300,7.859300,406.000000,684.800049,0.123780,4819.903809,20.707071,25.239716,6.067073,682.200012,687.400024
397.000000,69211.000000,"Santa Barbara","Hope Elementary","KK-06",1254.000000,57.000000,1.582300,12.500000,0.000000,684.950012,0.000000,5208.226074,22.000000,25.063000,10.127591,686.200012,683.700012
398.000000,65367.000000,"Marin","Larkspur Elementary","KK-08",948.000000,53.560001,1.793200,1.898700,155.000000,686.050049,0.163502,5859.964844,17.699776,30.628500,3.375527,692.200012,679.900024
399.000000,69419.000000,"Santa Clara","Cupertino Union Elementary","KK-08",15228.000000,708.830017,1.715400,4.690900,2232.000000,686.699951,0.146572,4962.736816,21.483290,27.475216,8.648542,683.099976,690.299988
400.000000,69781.000000,"Santa Cruz","Pacific Elementary","KK-06",81.000000,4.850000,13.253000,20.481899,21.000000,687.549988,0.259259,7614.379395,16.701031,30.840000,12.345679,693.799988,681.299988
401.000000,69526.000000,"Santa Clara","Los Gatos Union Elementary","KK-08",2768.000000,141.399994,0.448100,2.792100,540.000000,689.099976,0.195087,5566.467773,19.575672,34.159500,1.589595,691.599976,686.599976
402.000000,69252.000000,"Santa Barbara","Montecito Union Elementary","KK-06",535.000000,31.000000,0.080000,0.720000,84.000000,691.049988,0.157009,7039.949219,17.258064,43.230000,1.495327,693.500000,688.599976
403.000000,68387.000000,"San Diego","Solana Beach Elementary","KK-06",2542.000000,146.300003,0.826100,9.677400,404.000000,691.349976,0.158930,6604.063965,17.375256,27.947750,10.385523,687.700012,695.000000
404.000000,68965.000000,"San Mateo","Menlo Park City Elementary","KK-08",1940.000000,111.820000,0.412400,3.917500,265.000000,691.900024,0.136598,6180.148926,17.349312,49.938999,6.134020,693.700012,690.099976
405.000000,65425.000000,"Marin","Reed Union Elementary","KK-08",1059.000000,65.120003,0.849900,1.416400,272.000000,693.950012,0.256846,6460.657227,16.262285,55.327999,2.266289,695.900024,692.000000
406.000000,65391.000000,"Marin","Mill Valley Elementary","KK-08",2340.000000,132.199997,1.581200,2.435900,403.000000,694.250000,0.172222,6415.354980,17.700455,35.480999,2.478632,693.599976,694.900024
407.000000,61713.000000,"Contra Costa","Lafayette Elementary","KK-08",3469.000000,172.339996,0.000000,0.173400,496.000000,694.800049,0.142981,5230.876953,20.128815,34.300999,0.893629,697.900024,691.700012
408.000000,68056.000000,"San Diego","Del Mar Union Elementary","KK-06",2106.000000,115.300003,1.709400,2.611600,300.000000,695.199951,0.142450,5838.171875,18.265394,38.628571,2.421652,695.099976,695.299988
409.000000,69088.000000,"San Mateo","Woodside Elementary","KK-08",478.000000,32.869999,0.000000,0.000000,112.000000,695.299988,0.234310,7711.506836,14.542136,35.341999,3.765690,701.299988,689.299988
410.000000,61747.000000,"Contra Costa","Moraga Elementary","KK-08",1885.000000,98.419998,0.050600,0.303300,241.000000,696.550049,0.127851,5592.765137,19.152611,31.052000,1.962865,697.400024,695.700012
411.000000,61770.000000,"Contra Costa","Orinda Union Elementary","KK-08",2422.000000,139.470001,0.000000,0.123900,466.000000,698.199951,0.192403,5933.154297,17.365742,40.264000,0.578035,699.099976,697.299988
412.000000,68908.000000,"San Mateo","Hillsborough City Elementary","KK-08",1318.000000,87.059998,0.151700,0.000000,412.000000,698.250000,0.312595,7593.405762,15.138985,35.810001,2.807284,695.400024,701.099976
413.000000,69161.000000,"Santa Barbara","Cold Spring Elementary","KK-06",220.000000,12.330000,0.454500,0.000000,22.000000,698.449951,0.100000,6500.449707,17.842661,43.230000,1.363636,693.299988,703.599976
414.000000,68981.000000,"San Mateo","Portola Valley Elementary","KK-08",687.000000,44.590000,0.304900,0.000000,209.000000,699.099976,0.304221,7217.263184,15.407042,50.676998,1.164483,698.299988,699.900024
